Sample No. – No. d’échantillon,Region - Région,Function,Fonction,Origin,Origine,Product,Produit,Date Sampled – Date d’échantillonage,Type of Test,Type d’analyse,Component,Composant,Result - Résultat,Unit - Unité,Plan Code - Code du régime,,,
C2013COUM00496,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Cookie,Biscuits,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8.4,µg/g,2013_TS020,,,
C2013COUM00497,QUEBEC,Domestic,Domestique,CANADA,CANADA,Granola/Cereal Bar,Barre Granola/de céréales,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,13.4,µg/g,2013_TS020,,,
C2013COUM00498,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,3.5,µg/g,2013_TS020,,,
C2013COUM00499,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8.3,µg/g,2013_TS020,,,
C2013COUM00500,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1120,µg/g,2013_TS020,,,
C2013COUM00501,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Herbal,Thé - Herbal,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1670,µg/g,2013_TS020,,,
C2013COUM00502,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Herbal,Thé - Herbal,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1610,µg/g,2013_TS020,,,
C2013COUM00503,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,24-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,32.4,µg/g,2013_TS020,,,
C2013COUM00504,QUEBEC,Domestic,Domestique,CANADA,CANADA,Baked Goods,Produits de boulangerie,24-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,1.7,µg/g,2013_TS020,,,
C2013COUM00505,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,24-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,4.8,µg/g,2013_TS020,,,
C2013COUM00506,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,24-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,2.5,µg/g,2013_TS020,,,
C2013COUM00507,QUEBEC,Domestic,Domestique,CANADA,CANADA,Baking Mixes,Mélange à pâte,24-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,10.5,µg/g,2013_TS020,,,
C2013COUM00508,QUEBEC,Import,Importé,NETHERLANDS,PAYS-BAS,Bakery Product - Bread - Other,Pain - Autre,25-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,1,µg/g,2013_TS020,,,
C2013COUM00509,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Adult,Céréales - Adultes,25-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,5.8,µg/g,2013_TS020,,,
C2013COUM00510,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,24-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,1.9,µg/g,2013_TS020,,,
C2013COUM00511,QUEBEC,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,24-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,1.7,µg/g,2013_TS020,,,
C2013COUM00512,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Cookie,Biscuits,24-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,7.6,µg/g,2013_TS020,,,
C2013COUM00513,QUEBEC,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Spice - Mixed,mélanges d'épices,25-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,0.5,µg/g,2013_TS020,,,
C2013COUM00514,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Dried mixes,Mélanges sec,24-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,24.2,µg/g,2013_TS020,,,
C2013COUM00515,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Dried mixes,Mélanges sec,24-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,0.5,µg/g,2013_TS020,,,
C2013COUM00516,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,25-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,19,µg/g,2013_TS020,,,
C2013COUM00517,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,11-Feb-14,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00518,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,10-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,67.5,µg/g,2013_TS020,,,
C2013COUM00519,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.1,µg/g,2013_TS020,,,
C2013COUM00520,WEST,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.6,µg/g,2013_TS020,,,
C2013COUM00521,WEST,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.6,µg/g,2013_TS020,,,
C2013COUM00522,WEST,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Tea - Black,Thé - Noir,07-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,9,µg/g,2013_TS020,,,
C2013COUM00523,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,6.9,µg/g,2013_TS020,,,
C2013COUM00524,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Tea - Black,Thé - Noir,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,176,µg/g,2013_TS020,,,
C2013COUM00525,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,05-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7.3,µg/g,2013_TS020,,,
C2013COUM00526,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,09-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7.7,µg/g,2013_TS020,,,
C2013COUM00527,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bagel,Pain - Bagel,06-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,18.3,µg/g,2013_TS020,,,
C2013COUM00528,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,06-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,3.5,µg/g,2013_TS020,,,
C2013COUM00529,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,06-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.3,µg/g,2013_TS020,,,
C2013COUM00530,WEST,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,06-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.6,µg/g,2013_TS020,,,
C2013COUM00531,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,06-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1040,µg/g,2013_TS020,,,
C2013COUM00532,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,6.9,µg/g,2013_TS020,,,
C2013COUM00533,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Herbal,Thé - Herbal,05-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1160,µg/g,2013_TS020,,,
C2013COUM00534,WEST,Import,Importé,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,06-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,225,µg/g,2013_TS020,,,
C2013COUM00535,WEST,Domestic,Domestique,CANADA,CANADA,Baked Goods,Produits de boulangerie,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,35.6,µg/g,2013_TS020,,,
C2013COUM00536,WEST,Domestic,Domestique,CANADA,CANADA,Baked Goods,Produits de boulangerie,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,24.7,µg/g,2013_TS020,,,
C2013COUM00537,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,10.8,µg/g,2013_TS020,,,
C2013COUM00538,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8.8,µg/g,2013_TS020,,,
C2013COUM00539,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.8,µg/g,2013_TS020,,,
C2013COUM00540,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Cookie,Biscuits,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,6,µg/g,2013_TS020,,,
C2013COUM00541,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,10-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,287,µg/g,2013_TS020,,,
C2013COUM00542,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Tea - Black,Thé - Noir,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,266,µg/g,2013_TS020,,,
C2013COUM00543,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Black,Thé - Noir,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,160,µg/g,2013_TS020,,,
C2013COUM00544,WEST,Domestic,Domestique,CANADA,CANADA,Baked Goods,Produits de boulangerie,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,29.7,µg/g,2013_TS020,,,
C2013COUM00545,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bagel,Pain - Bagel,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,36.4,µg/g,2013_TS020,,,
C2013COUM00546,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread - Other,Pain - Autre,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,63.4,µg/g,2013_TS020,,,
C2013COUM00547,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Cookie,Biscuits,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,4.9,µg/g,2013_TS020,,,
C2013COUM00548,WEST,Import,Importé,UNKNOWN,INCONNU,Dried mixes,Mélanges sec,07-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,217,µg/g,2013_TS020,,,
C2013COUM00549,WEST,Domestic,Domestique,CANADA,CANADA,Spice - Mixed,mélanges d'épices,07-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,368,µg/g,2013_TS020,,,
C2013COUM00550,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Tea - Black,Thé - Noir,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,127,µg/g,2013_TS020,,,
C2013COUM00551,WEST,Import,Importé,UNKNOWN,INCONNU,Tea - Black,Thé - Noir,07-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,41.9,µg/g,2013_TS020,,,
C2013COUM00552,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1370,µg/g,2013_TS020,,,
C2013COUM00553,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,03-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,71.8,µg/g,2013_TS020,,,
C2013COUM00554,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,03-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7.3,µg/g,2013_TS020,,,
C2013COUM00555,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,03-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,56.8,µg/g,2013_TS020,,,
C2013COUM00556,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,01-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00557,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Adult,Céréales - Adultes,30-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,18.2,µg/g,2013_TS020,,,
C2013COUM00558,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,30-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,9.4,µg/g,2013_TS020,,,
C2013COUM00559,WEST,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Spice - Mixed,mélanges d'épices,09-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00560,WEST,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Spice - Mixed,mélanges d'épices,25-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.2,µg/g,2013_TS020,,,
C2013COUM00561,WEST,Import,Importé,UNKNOWN,INCONNU,Dried mixes,Mélanges sec,30-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,121,µg/g,2013_TS020,,,
C2013COUM00562,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,25-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,11.4,µg/g,2013_TS020,,,
C2013COUM00563,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,25-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.7,µg/g,2013_TS020,,,
C2013COUM00564,WEST,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,25-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.2,µg/g,2013_TS020,,,
C2013COUM00565,WEST,Import,Importé,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,25-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.8,µg/g,2013_TS020,,,
C2013COUM00566,WEST,Import,Importé,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,25-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,9.1,µg/g,2013_TS020,,,
C2013COUM00567,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,25-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,397,µg/g,2013_TS020,,,
C2013COUM00568,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,25-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1190,µg/g,2013_TS020,,,
C2013COUM00569,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Herbal,Thé - Herbal,25-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,603,µg/g,2013_TS020,,,
C2013COUM00570,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,30-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7.6,µg/g,2013_TS020,,,
C2013COUM00571,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread,Pain,30-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,40,µg/g,2013_TS020,,,
C2013COUM00572,WEST,Import,Importé,UNKNOWN,INCONNU,Cereal - Adult,Céréales - Adultes,30-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.5,µg/g,2013_TS020,,,
C2013COUM00573,WEST,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,31-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.5,µg/g,2013_TS020,,,
C2013COUM00574,WEST,Domestic,Domestique,CANADA,CANADA,Granola/Cereal Bar,Barre Granola/de céréales,31-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.3,µg/g,2013_TS020,,,
C2013COUM00575,WEST,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Spice - Mixed,mélanges d'épices,30-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00576,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Black,Thé - Noir,30-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,389,µg/g,2013_TS020,,,
C2013COUM00577,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baked Goods,Produits de boulangerie,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,18.8,µg/g,2013_TS020,,,
C2013COUM00578,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,27-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,47.9,µg/g,2013_TS020,,,
C2013COUM00579,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,10.5,µg/g,2013_TS020,,,
C2013COUM00580,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Cookie,Biscuits,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8.3,µg/g,2013_TS020,,,
C2013COUM00581,WEST,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Spice - Mixed,mélanges d'épices,27-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00582,WEST,Import,Importé,UNKNOWN,INCONNU,Dried mixes,Mélanges sec,27-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,42.5,µg/g,2013_TS020,,,
C2013COUM00583,WEST,Import,Importé,UNKNOWN,INCONNU,Tea - Black,Thé - Noir,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,58.6,µg/g,2013_TS020,,,
C2013COUM00584,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,6.9,µg/g,2013_TS020,,,
C2013COUM00585,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,6.5,µg/g,2013_TS020,,,
C2013COUM00586,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,10.2,µg/g,2013_TS020,,,
C2013COUM00587,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread - Other,Pain - Autre,27-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,11.5,µg/g,2013_TS020,,,
C2013COUM00588,WEST,Import,Importé,UNKNOWN,INCONNU,Cereal - Adult,Céréales - Adultes,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,17,µg/g,2013_TS020,,,
C2013COUM00589,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.8,µg/g,2013_TS020,,,
C2013COUM00590,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,10.1,µg/g,2013_TS020,,,
C2013COUM00591,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1100,µg/g,2013_TS020,,,
C2013COUM00592,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,30-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,6.7,µg/g,2013_TS020,,,
C2013COUM00593,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,30-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,6.7,µg/g,2013_TS020,,,
C2013COUM00594,WEST,Import,Importé,UNKNOWN,INCONNU,Cereal - Adult,Céréales - Adultes,30-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,12.6,µg/g,2013_TS020,,,
C2013COUM00595,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,30-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00596,WEST,Import,Importé,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,30-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,0.3,µg/g,2013_TS020,,,
C2013COUM00597,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,30-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,1.9,µg/g,2013_TS020,,,
C2013COUM00598,WEST,Domestic,Domestique,CANADA,CANADA,Dried mixes,Mélanges sec,28-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00599,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,28-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,128,µg/g,2013_TS020,,,
C2013COUM00600,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread - Other,Pain - Autre,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.2,µg/g,2013_TS020,,,
C2013COUM00601,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Cookie,Biscuits,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,18.6,µg/g,2013_TS020,,,
C2013COUM00602,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7,µg/g,2013_TS020,,,
C2013COUM00603,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,09-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,6.7,µg/g,2013_TS020,,,
C2013COUM00604,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,28.5,µg/g,2013_TS020,,,
C2013COUM00605,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bagel,Pain - Bagel,03-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,31,µg/g,2013_TS020,,,
C2013COUM00606,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bagel,Pain - Bagel,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,27.6,µg/g,2013_TS020,,,
C2013COUM00607,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Bakery Product - Bread,Pain,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,22.6,µg/g,2013_TS020,,,
C2013COUM00608,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,9,µg/g,2013_TS020,,,
C2013COUM00609,WEST,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1,µg/g,2013_TS020,,,
C2013COUM00610,WEST,Domestic,Domestique,CANADA,CANADA,Bakery Product - Cookie,Biscuits,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,5.5,µg/g,2013_TS020,,,
C2013COUM00611,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Cookie,Biscuits,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7.1,µg/g,2013_TS020,,,
C2013COUM00612,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Spice - Mixed,mélanges d'épices,05-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,69.4,µg/g,2013_TS020,,,
C2013COUM00613,WEST,Import,Importé,UNKNOWN,INCONNU,Dried mixes,Mélanges sec,04-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.3,µg/g,2013_TS020,,,
C2013COUM00614,WEST,Import,Importé,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,5.2,µg/g,2013_TS020,,,
C2013COUM00615,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8.4,µg/g,2013_TS020,,,
C2013COUM00616,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,46.4,µg/g,2013_TS020,,,
C2013COUM00617,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,887,µg/g,2013_TS020,,,
C2013COUM00618,WEST,Import,Importé,"TAIWAN, PROVINCE OF CHINA","TAÏWAN, PROVINCE DE CHINE",Spice - Mixed,mélanges d'épices,02-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,168,µg/g,2013_TS020,,,
C2013COUM00619,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,138,µg/g,2013_TS020,,,
C2013COUM00620,WEST,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,03-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,16.7,µg/g,2013_TS020,,,
C2013COUM00621,WEST,Domestic,Domestique,CANADA,CANADA,Baking Mixes,Mélange à pâte,03-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8,µg/g,2013_TS020,,,
C2013COUM00622,WEST,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,03-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,5.4,µg/g,2013_TS020,,,
